ID,Name,2019 Revenue,2019 Expenses,2019 Profit,2019 Growth %,2018 Revenue,2018 Expenses,2018 Profit,2018 Growth %,2017 Revenue,2017 Expenses,2017 Profit,Industry,Description,Employees,State,City,Metro Area,Year Founded,Total Growth %,Avg Revenue (2017-2019),Avg Expenses (2017-2019),Avg Profit (2017-2019),Company Founded Longevity,Growth rate in Last 3 Years in %,Admin Spend (2019) Ratio,Marketing & Sales Spend (2019) Ratio,R&D Spend (2019) Ratio,Admin Spend (2019),Marketing & Sales Spend (2019),R&D Spend (2019),Result
566,Optimismexterior,8427019.81,4316631.58,4110388.24,4.9,1427809,593463.97,834345.03,5.28,227358.12,114660.87,112697.25,Construction,An open shop painting company providing painting contracting services to both the commercial and residential markets.,28,IL,Bellwood,Chicago,2013,36.06,3360728.98,1674918.81,1685810.17,7,18.03,0.2484,0.2394,0.5122,1072251.284,1033401.6,2210978.695,0
567,Exteriorknowing,5331296.42,3770865.29,1560431.13,2.81,1399691,1016617.91,383073.09,2.37,415338.58,254302.44,161036.14,Business Products & Services,"A consulting and training company specializing in digital marketing and Google Analytics as well as SEO. It features a hybrid business model that combines consulting, training and resale of software as a service.",18,PA,Pittsburgh,"Pittsburgh, PA",2014,11.84,2382108.67,1680595.21,701513.45,6,5.92,0.1484,0.2698,0.5818,559596.409,1017379.455,2193889.426,0
568,Sireunit,9827577.35,4747816.87,5079760.48,3.63,2123700,1013518.01,1110181.99,4.34,397696.63,203934.19,193762.44,Advertising & Marketing,A full-service engagement agency that specializes in creating marketing opportunities that specifically target consumers using various mediums.,40,NJ,Edgewater,New York City,2012,23.71,4116324.66,1988423.02,2127901.64,8,11.855,0.149,0.274,0.577,707424.714,1300901.822,2739490.334,0
569,Shovelerablaze,6014863.89,3570801.03,2444062.87,3.78,1257400,778659.07,478740.93,2.71,338921.83,211251.96,127669.87,Construction,"Specializes in assessing and repairing storm damage to roofs, siding and gutters caused by wind and hail.",150,IL,Downers Grove,Chicago,2003,16.75,2537061.91,1520237.35,1016824.56,17,8.375,0.2252,0.2725,0.5023,804144.392,973043.281,1793613.357,0
570,Taskspuzzled,9867551.25,2605135.34,7262415.91,4.32,1853464,395684.05,1457779.95,4.5,336993.45,85020.7,251972.75,Human Resources,"Develops and licenses staffing software and Web-based portal services that facilitate communication between recruiters, staffing agencies, employers and job candidates.",84,MN,Eagan,Minneapolis,2012,28.28,4019336.23,1028613.36,2990722.87,8,14.14,0.1672,0.3462,0.4866,435578.629,901897.855,1267658.856,0
571,Posseratty,9361117.73,1450080.33,7911037.41,4.27,1776888,352085.11,1424802.89,,,,,Retail,"Sells professional audio equipment for bands, Djs and churches created by the company.",13,TN,Memphis,"Memphis, TN-MS-AR",2018,,,,,2,,0.211,0.2298,0.5592,305966.95,333228.46,810884.921,0
572,Houryounger,5356146.69,5239405.97,116740.72,3.12,1301181,869354.28,431826.72,2.19,407893.73,383860.18,24033.55,Insurance,Buys unwanted life insurance policies and typically pays five to eight times more than the surrender value offered by the insurance company. GWG filed for an IPO in April 2014.,32,MN,Minneapolis,Minneapolis,2013,12.13,2355073.81,2164206.81,190867,7,6.065,0.1597,0.2831,0.5572,836733.133,1483275.83,2919397.006,0
573,Freezehouses,8062367.57,4786821.41,3275546.16,3.41,1829078,1014172.16,814905.84,3.33,422419.86,493288.71,-70868.85,IT Services,"A veteran-owned IT provider with expertise in information operations, cybersecurity and logistics support services for combat systems and intelligence or surveillance operations.",175,SC,Mount Pleasant,"Charleston-North Charleston, SC",2015,18.09,3437955.14,2098094.09,1339861.05,5,9.045,0.1979,0.3237,0.4784,947311.957,1549494.09,2290015.363,0
574,Damedash,5215834.53,5877332.61,-661498.08,5.61,788669,1100863.91,-312194.91,4.49,143655.56,197779.68,-54124.12,Construction,"Manufactures and markets wide-plank wood floors that offer the look, feel and longevity of old-world European surfaces.",48,CA,San Diego,San Diego,2016,35.31,2049386.36,2391992.07,-342605.7,4,17.655,0.2992,0.2078,0.493,1758497.917,1221309.716,2897524.977,0
575,Valvespoon,7290680.82,4411425.27,2879255.55,4.36,1361223,881295.93,479927.07,1.82,482703.19,241149.52,241553.67,Consumer Products & Services,"A membership-based scrapbooking center that sells scrapbooking and card-making kits, features the work of craft designers and provides online support and encouragement for scrapbook and crafts enthusiasts.",45,KY,Bowling Green,"Bowling Green, KY",2017,14.1,3044869,1844623.57,1200245.43,3,7.05,0.2789,0.2593,0.4618,1230346.508,1143882.573,2037196.19,0
576,Weepingwhisky,9779554.89,4950688.61,4828866.28,3.02,2433685,1092556.83,1341128.17,3.19,580831.74,389795.96,191035.78,Financial Services,"Works closely with clients to discover, design and implement customized wealth plans to meet individual goals. Krilogy currently has $300 million in fee-based assets under advisement.",28,MO,St. Louis,"St. Louis, MO-IL",2016,15.84,4264690.54,2144347.13,2120343.41,4,7.92,0.1595,0.2588,0.5817,789634.833,1281238.212,2879815.564,0
577,Gianttempting,7713147.76,6486426.78,1226720.98,2.82,2017226,1060662.91,956563.09,3.21,479151.07,197180.75,281970.32,IT Services,Provides IT services to mid-market and Fortune 500 companies focused on PeopleSoft/Oracle and systems application and products.,6,GA,Woodstock,Atlanta,2005,15.1,3403174.94,2581423.48,821751.46,15,7.55,0.2147,0.2129,0.5724,1392635.83,1380960.261,3712830.689,0
578,Vacuolesonerous,7747377.62,5198669.49,2548708.13,3.58,1693211,872914.3,820296.7,2.84,440940.36,185260.89,255679.47,Consumer Products & Services,"Manufactures, distributes and sells all-natural dog treats and chews through its own e-commerce sites and through other retailers.",87,VA,Henrico,"Richmond, VA",2016,16.57,3293842.99,2085614.89,1208228.1,4,8.285,0.2579,0.261,0.4811,1340736.861,1356852.737,2501079.892,0
579,Winepizz,7712286.82,5307274.02,2405012.8,2.83,2013147,903805.37,1109341.63,2.43,586923.32,275061.82,311861.5,Business Products & Services,"Provides global staffing and consulting, business process outsourcing, supply chain optimization, and human capital management services.",39,CA,Walnut Creek,San Francisco,2014,12.14,3437452.38,2162047.07,1275405.31,6,6.07,0.2053,0.3043,0.4904,1089583.356,1615003.484,2602687.179,0
580,Representpoppysmic,7143212.34,2901232.74,4241979.6,4.29,1350373,486945.63,863427.37,3.76,283691.81,110589.31,173102.5,Consumer Products & Services,An e-tailer that makes and sells promotional items online.,11,CA,Rancho Cordova,"Sacramento--Arden-Arcade--Roseville, CA",2015,24.18,2925759.05,1166255.89,1759503.16,5,12.09,0.193,0.2148,0.5922,559937.919,623184.793,1718110.029,0
581,Christiecountry,6810094.2,3876644.16,2933450.05,4.49,1239487,582278.89,657208.11,3.49,276055.01,149561.44,126493.57,Advertising & Marketing,"A full-service Internet marketing company offering expertise in SEO, Web design and inbound marketing services.",52,PA,Harrisburg,"Harrisburg-Carlisle, PA",2014,23.67,2775212.07,1536161.5,1239050.58,6,11.835,0.2295,0.2026,0.5679,889689.835,785408.107,2201546.218,0
582,Frillyshaving,8860540.32,2442825.52,6417714.8,4.39,1642776,469393,1173383,4.72,287198.6,68879.03,218319.57,IT Services,"Provides IT Services and consulting support to federal, civilian and defense agencies.",100,VA,Reston,"Washington, DC",2014,29.85,3596838.31,993699.18,2603139.12,6,14.925,0.272,0.2838,0.4442,664448.541,693273.883,1085103.096,0
583,Clawasked,10883702.9,5267074.97,5616627.92,3.36,2494547,851428.32,1643118.68,1.73,913753.48,576058.08,337695.4,IT Services,"An IT consultancy that offers training, staffing, development and support with networking, applications and hardware.",270,NJ,Iselin,New York City,2016,10.91,4764001.13,2231520.46,2532480.67,4,5.455,0.28,0.2457,0.4743,1474780.992,1294120.32,2498173.658,0
584,Formulasbreathless,10683526.93,5310234.21,5373292.71,4.11,2090145,1008829.9,1081315.1,3.35,480493.1,168698.62,311794.48,Media,Offers digital media publications specializing in B2B marketing.,32,NJ,Hasbrouck Heights,New York City,2015,21.23,4418055.01,2162587.58,2255467.43,5,10.615,0.1592,0.3035,0.5373,845389.286,1611656.083,2853188.841,0
585,Crystringed,10245078.34,3649279.66,6595798.68,4.21,1965048,543577.13,1421470.87,,,,,Retail,"Takes apart new TVs damaged during manufacturer-to-retailer shipping, sells the usable parts to technicians and consumers for repairs and recycles most of the remaining materials.",90,MN,Burnsville,Minneapolis,2018,,,,,2,,0.2878,0.2493,0.4629,1050262.686,909765.419,1689251.555,0
586,Exactmunch,4723332.22,6956848.64,-2233516.43,3.72,999755,1334380.29,-334625.29,5.03,165796.85,222634.88,-56838.03,Software,"Builds SaaS applications that make it easy for companies with complex retail networks, such as those in the automotive and energy sectors, to pinpoint issues, determine how to improve them and evaluate their progress.",26,TX,Austin,Austin,2013,27.49,1962961.36,2837954.6,-874993.25,7,13.745,0.272,0.3473,0.3807,1892262.83,2416113.533,2648472.277,0
587,Fatsodean,8462730.75,5835513.94,2627216.82,4.49,1541803,968087.99,573715.01,4.02,307132.07,150168.06,156964.01,Telecommunications,"Offers VoIP, DS3 and telephone systems services.",27,CA,long beach,Los Angeles,2005,26.55,3437221.94,2317923.33,1119298.61,15,13.275,0.2194,0.2658,0.5148,1280311.758,1551079.605,3004122.576,0
588,Scarygout,7819708.18,5553767.01,2265941.18,5.09,1283616,1115870.88,167745.12,5.02,213225.25,164431.23,48794.02,Consumer Products & Services,"Creates unique drinkware such as mugs, tumblers and kids' bottles.",18,GA,Atlanta,Atlanta,2016,35.67,3105516.48,2278023.04,827493.44,4,17.835,0.2175,0.3276,0.4549,1207944.325,1819414.072,2526408.613,0
589,Delaycarriage,10172150.55,3694395.29,6477755.26,5.27,1621133,431590.38,1189542.62,4.64,287434.93,80504.86,206930.07,Human Resources,"Provides recruitment services focused on technology, engineering, sales, marketing and executive positions.",159,NC,Raleigh,"Raleigh-Cary, NC",2014,34.39,4026906.16,1402163.51,2624742.65,6,17.195,0.2525,0.2465,0.501,932834.811,910668.439,1850892.04,0
590,Fatcoffle,9274105.08,4829429.73,4444675.36,1.65,3500987,1668417.16,1832569.84,1.56,1367573.05,597382.34,770190.71,Construction,"An architecture and design firm that builds customized public, commercial and residential projects in Oregon.",28,OR,Portland,"Portland, OR",2015,5.78,4714221.71,2365076.41,2349145.3,5,2.89,0.1734,0.2123,0.6143,837423.115,1025287.932,2966718.683,0
591,Charlesresearcher,7156172.12,5174937.21,1981234.91,4.05,1415794,1001384.83,414409.17,2.36,421367.26,313447.49,107919.77,Business Products & Services,"Offers meeting management and event technology services, having produced over 600 events in 40 countries in the last 15 years.",44,WA,Vancouver,"Portland, OR",2015,15.98,2997777.79,2163256.51,834521.28,5,7.99,0.209,0.2187,0.5723,1081561.877,1131758.768,2961616.565,0
592,Adarabarr,8315625.56,1791180.31,6524445.25,3.47,1858715,582456.39,1276258.61,3.63,401450.32,125817.08,275633.24,Advertising & Marketing,Provides data powered lead generation for over 600 top B2B marketers using a database of millions of consumer purchase records.,55,NY,New York,New York City,2015,19.71,3525263.63,833151.26,2692112.37,5,9.855,0.1423,0.2755,0.5822,254884.958,493470.175,1042825.176,0
593,Fowlwagger,12011988.13,3177853.95,8834134.18,2.6,3335547,698957.6,2636589.4,1.56,1302948.05,290459.22,1012488.83,Food & Beverage,"Produces artisan-made, handcrafted Italian salumi products using all natural ingredients and traditional methods and distributes them in the United States.",38,UT,Salt Lake City,Salt Lake City,2017,8.22,5550161.06,1389090.26,4161070.8,3,4.11,0.2027,0.206,0.5913,644150.996,654637.914,1879065.041,0
594,Receivedhorn,11460205.44,5078322.03,6381883.4,3.07,2816481,1811782.43,1004698.57,,,,,Advertising & Marketing,"A digital marketing agency that focuses on extreme value creation for clients and partners. In special situations, it invests or co-invests in companies where digital marketing can change the business' growth curve.",20,NC,Raleigh,"Raleigh-Cary, NC",2018,,,,,2,,0.1547,0.2555,0.5898,785616.418,1297511.279,2995194.333,0
595,Decoratorsdecipher,8982357.79,3820510.5,5161847.29,2.51,2560370,771498.58,1788871.42,1.56,1000144.53,436183.56,563960.97,Construction,Specializes in full scale home renovations and remodeling such as kitchen and bath remodels and construction of additional rooms in northern Virginia.,5,VA,Ashburn,"Washington, DC",2015,7.98,4180957.44,1676064.21,2504893.23,5,3.99,0.2329,0.3114,0.4557,889796.895,1189706.97,1741006.635,0
596,Curlgadolinium,11609079.12,6045030.45,5564048.67,5.53,1777171,857173.7,919997.3,6.62,233224.54,120982.05,112242.49,Media,A technology platform for live video streaming that offers limited free services and expanded pay services to allow users to easily broadcast and share live experiences in real time.,177,CA,San Francisco,San Francisco,2013,48.78,4539824.89,2341062.07,2198762.82,7,24.39,0.206,0.2192,0.5748,1245276.273,1325070.675,3474683.503,0
597,Ima,11521257.21,4314708.21,7206549,4.27,2184442,718225.26,1466216.74,3.71,463788.11,183384.44,280403.67,Advertising & Marketing,Helps marketing and sales organizations optimize revenue impact by increasing the quality and effectiveness of their marketing database.,115,MA,Waltham,Boston,2017,23.84,4723162.44,1738772.64,2984389.8,3,11.92,0.1574,0.3161,0.5265,679135.072,1363879.265,2271693.873,0
598,Semipermeability,8928800.96,256985.13,8671815.83,3.18,2138423,52870.86,2085552.14,1.9,737387.24,63252.47,674134.77,Financial Services,Provides tailored banking and financial services to businesses and individuals in middle Tennessee.,126,TN,Nashville,Nashville,2013,11.11,3934870.4,124369.49,3810500.91,7,5.555,0.169,0.2464,0.5846,43430.487,63321.136,150233.507,0
599,Hydrolytic,10172365.33,5976989.02,4195376.31,2.28,3097777,1277874.61,1819902.39,1.61,1186887.74,811720.58,375167.16,Business Products & Services,"Develops, owns and operates urban day conference centers in the United States. Business services include meeting and collaboration space rental, room service building catering and conference planning support.",88,NY,New York,New York City,2016,7.57,4819010.02,2688861.4,2130148.62,4,3.785,0.2719,0.202,0.5261,1625143.315,1207351.782,3144493.923,0
600,Delusive,7760144.56,3252915.86,4507228.69,1.36,3288105,1700474.35,1587630.65,,,,,Real Estate,"A commercial real estate development and management company that focuses on the turnaround of under-performing, strategically-located real estate assets.",10,NY,Watertown,"Watertown-Fort Drum, NY",2018,,,,,2,,0.2751,0.2643,0.4606,894877.153,859745.662,1498293.045,0
601,Unconsoling,11561482.03,1735276.5,9826205.53,2.94,2931436,596782.25,2334653.75,3.28,684914.95,247192.78,437722.17,Software,"A developer-driven interactive production shop that engineers and executes websites, social media and mobile apps.",457,MN,Minneapolis,Minneapolis,2016,15.88,5059277.66,859750.51,4199527.15,4,7.94,0.1593,0.3335,0.5072,276429.546,578714.713,880132.241,0
602,Lipped,8275051.38,2682893.67,5592157.71,4.12,1616920,430469.04,1186450.96,5.14,263342.02,84657.32,178684.7,IT Services,"A federally-recognized Alaskan tribal-certified entity that provides network & systems engineering, program management and education services for both government and civilian entities.",137,VA,Chantilly,"Washington, DC",2013,30.42,3385104.47,1066006.68,2319097.79,7,15.21,0.2619,0.2562,0.4819,702649.852,687357.358,1292886.46,0
603,Sweater,9127416.05,3014081.13,6113334.92,3.46,2044672,565218.53,1479453.47,,,,,Health,"Provides healthcare information management, including IT services and electronic medical record consulting and support.",403,OH,Westlake,Cleveland,2018,,,,,2,,0.2644,0.284,0.4516,796923.051,855999.041,1361159.038,0
